S.No,"Company Name","Company Email",Address,"Contact No.","Point of Name","Point of Contact",Credits,Varification,Date
2207,"Adam Campo Real Estate",,"3535 South Sherwood Forest Boulevard, Suite 201 Baton Rouge, Louisiana 70816",+1+12252953035,,,0,Pending,"2024-09-12 12:29:11"
2208,"Schempp Realty Management Inc",,"P.O. Box 4777 Louisville, KY 40204",+1+15025620016,,,0,Pending,"2024-09-12 12:29:10"
2209,"Robert Massey Company",,"2101 Wrocklage Avenue Louisville, KY 40205",+1+15024597070,,,0,Pending,"2024-09-12 12:29:09"
2210,"Real Property Management Midwest",,"101 N. Seventh Street Louisville, KY 40202",+1+15022909319,,,0,Pending,"2024-09-12 12:29:08"
2211,"Property Management Of Louisville",,"1815 Frankfort Avenue Louisville, KY 40206",+1+15028959136,,,0,Pending,"2024-09-12 12:27:30"
2212,"Premier Property Management Services",,"12906 Shelbyville Road, Suite 102 Louisville, KY 40243",+1+15023731299,,,0,Pending,"2024-09-12 12:27:29"
2213,"Mulloy Properties",,"P.O. Box 436989 Louisville, KY 40253-6989",+1+15026185900,,,0,Pending,"2024-09-12 12:27:28"
2214,"Metro Realty And Management",,"10323 Linn Station Road Louisville, KY 40223",+1+15025008057,,,0,Pending,"2024-09-12 12:27:27"
2215,"Lrei Property Management Llc",,"13000 Equity Place, Ste 200 Louisville, KY 40223",+1+15022517022,,,0,Pending,"2024-09-12 12:27:26"
2216,"Louisville Properties",,"3418 Frankfort Ave #100 Louisville, KY 40207",+1+15027449504,,,0,Pending,"2024-09-12 12:27:24"
2217,"Lally Property Group",,"3044 Bardstown Road Louisville, KY 40205",+1+15022950768,,,0,Pending,"2024-09-12 12:27:23"
2218,"Kentucky Realty Corporation",,"3944 Bardstown Road Louisville, KY 40218",+1+15024730003,,,0,Pending,"2024-09-12 12:27:23"
2219,"Investment Property Group",,"2008 Highland Avenue Louisville, KY 40204",+1+15024595007,,,0,Pending,"2024-09-12 12:27:21"
2220,"Homeriver Group",,"6767 East Washington Street, Indianapolis, IN 46219",+1+15135383977,,,0,Pending,"2024-09-12 12:27:20"
2221,"Fidelity Realty Group",,"4310 Bishop Lane Louisville, KY 40218",+1+15023339136,,,0,Pending,"2024-09-12 12:27:19"
2222,"Evans Property Management",,"445 Baxter Ave #200 Louisville, KY 40204",+1+15024104190,,,0,Pending,"2024-09-12 12:27:18"
2223,"Cornerstone Property Management",,"8003 Lyndon Centre Way #101 Louisville, KY 40222",+1+15023849012,,,0,Pending,"2024-09-12 12:27:17"
2224,"Century 21 Dick Vreeland Associates",,"4801 Fern Valley Road Louisville, KY 40219",+1+15029684175,,,0,Pending,"2024-09-12 12:27:16"
2225,"Broadway Management Group",,"1220 East Broadway Louisville, KY 40204",+1+15025844400,,,0,Pending,"2024-09-12 12:27:14"
2226,"Bill Stout Properties",,"522 West Ormsby Ave Louisville, KY 40203",+1+15026377368,,,0,Pending,"2024-09-12 12:27:14"
2227,"Beacon Property Management",,"1244 S 4th Street Louisville, KY 40204",+1+15026349830,,,0,Pending,"2024-09-12 12:27:13"
2228,"Bailey Property Management",,"1971 Bardstown Road, Suite 2 Louisville, KY 40205",+1+15024565181,,,0,Pending,"2024-09-12 12:27:11"
2229,"Atlas Property Management",,"607 West Main Street Louisville, KY 40202",+1+15025691119,,,0,Pending,"2024-09-12 12:27:10"
2230,"Alltrade Property Management",,"710 Barret Avenue Louisville, KY 40204",+1+15025621985,,,0,Pending,"2024-09-12 12:27:09"
2231,"Upscale Properties",,"1018 East New Circle Road, Suite 204 Lexington, KY 40505",+1+18593091314,,,0,Pending,"2024-09-12 12:27:07"
2232,"The Kentucky Life",,"157 North Limestone, Suite 200 Lexington, KY 40507",+1+18593099648,,,0,Pending,"2024-09-12 12:27:07"
2233,"The Gibson Company",,"1050 Monarch Street, #200 Lexington, KY 40513",+1+18592248833,,,0,Pending,"2024-09-12 12:27:05"
2234,"Southcreek Management Company",,"2365 Harrodsburg Road, Suite B-200 Lexington, KY 40504",+1+18592233858,,,0,Pending,"2024-09-12 12:27:04"
2235,"Rent Lexington Property Management",,"P. O. Box 24614 Lexington, KY 40524",+1+18595333024,,,0,Pending,"2024-09-12 12:27:03"
2236,"Reliant Property Management Real Estate",,"100 John Sutherland Drive, Suite 6 Nicholasville, KY 40356",+1+18597560106,,,0,Pending,"2024-09-12 12:27:02"
2237,"Real Property Management Bluegrass",,"2424 Harrodsburg Road, Suite 101 Lexington, KY 40503",+1+18597805080,,,0,Pending,"2024-09-12 12:27:01"
2238,"Positive Property",,"2440 Mackinwood Drive Lexington, KY 40510",+1+18592601688,,,0,Pending,"2024-09-12 12:27:00"
2239,"Pmi Central Kentucky",,"2050 Regency Road Lexington, KY 40503",+1+18595947087,,,0,Pending,"2024-09-12 12:26:58"
2240,"Modern Property Management Inc",,"1501 Limestone Lexington, KY 40505",+1+18593882000,,,0,Pending,"2024-09-12 12:26:57"
2241,"Mlp Management Company Llc",,"2828 Easthills Drive Lexington, KY 40517",+1+18592682823,,,0,Pending,"2024-09-12 12:26:56"
2242,"Expert Property Management Llc",,"356 Longview Plaza, Suite 140 Lexington, KY 40503",+1+18596879791,,,0,Pending,"2024-09-12 12:26:55"
2243,"Eckman Properties Llc",,"P. O. Box 2163 Lexington, KY 40588",+1+18594477420,,,0,Pending,"2024-09-12 12:26:54"
2244,"Dellavalle Management Inc",,"3151 Beaumont Center Circle, B100 Lexington, KY 40513",+1+18592736000,,,0,Pending,"2024-09-12 12:26:52"
2245,"Cypress Property Group",,"270 South Limestone Street Lexington, KY 40508",+1+18593680203,,,0,Pending,"2024-09-12 12:26:51"
2246,"Coleman Group Llc",,"710 East Main Street, Suite 130 Lexington, KY 40502",+1+18592558855,,,0,Pending,"2024-09-12 12:26:50"
2247,"Classic Real Estate Property Management",,"3118 Custer Drive Lexington, KY 40517",+1+18593135231,,,0,Pending,"2024-09-12 12:26:49"
2248,"Blackburn Property Management",,"820 Malabu Drive Lexington, KY 40502",+1+18592787903,,,0,Pending,"2024-09-12 12:26:47"
2249,"Baughman Property Management Llc",,"1999 Richmond Road, #2A Lexington, KY 40502",+1+18594571106,,,0,Pending,"2024-09-12 12:26:46"
2250,"Association Management Services",,"185 Pasadena Dr, Suite 240, Lexington, KY 40503",+1+18593175715,,,0,Pending,"2024-09-12 12:26:45"
2251,"Arnold Real Estate Leasing Property Management",,"2549 Richmond Road Lexington, KY 40509",+1+18592663181,,,0,Pending,"2024-09-12 12:26:44"
2252,"Alltrade Property Management Llc",,"1801 Alexandria Dr Suite 180 Lexington, KY 40504",+1+15025659233,,,0,Pending,"2024-09-12 12:26:43"
2253,"Wichita Rentals",,"125 E 2nd St N, Wichita, KS 67202",+1+13162602288,,,0,Pending,"2024-09-12 12:26:42"
2254,"Weigand Omega Management Inc",,"333 S Broadway, Wichita, KS 67202",+1+13162632215,,,0,Pending,"2024-09-12 12:26:41"
2255,"Trg Management",,"144 N Oliver Ave, Wichita, KS 67208",+1+13163477999,,,0,Pending,"2024-09-12 12:26:40"
2256,"Red Door Property Management",,"303 N W St, Suite 150, Wichita, KS 67203",+1+13168476401,,,0,Pending,"2024-09-12 12:26:39"
2257,"Real Property Management First Choice Wichita",,"940 N Tyler Rd, Suite 203, Wichita, KS 67212",+1+13167965051,,,0,Pending,"2024-09-12 12:26:37"
2258,"Premier Property Management",,"2150 N Meridian Ave, Wichita, KS 67203",+1+13169284031,,,0,Pending,"2024-09-12 12:26:36"
2259,"Pmi Wichita",,"5842 W 21st St N, Suite #100, Wichita, KS 67205",+1+13164165975,,,0,Pending,"2024-09-12 12:26:35"
2260,"Peak 10 Management Llc",,"601 E Pawnee St, Wichita, KS 67211",+1+13162640069,,,0,Pending,"2024-09-12 12:26:34"
2261,"Occidental Management",,"8111 E 32nd St N, Suite 101, Wichita, KS 67226",+1+13162623331,,,0,Pending,"2024-09-12 12:26:32"
2262,"Longhorn Property Management Group",,"307 E Kechi Rd, Box 163, Wichita, KS 67067",+1+13164440209,,,0,Pending,"2024-09-12 12:26:31"
2263,"Key Management Company",,"7701 E Kellogg Dr, Suite 250, Wichita, KS 67207",+1+13162641866,,,0,Pending,"2024-09-12 12:26:30"
2264,"Kansas Property Management Services",,"429 S 119th St W, Wichita, KS 67235",+1+13164409459,,,0,Pending,"2024-09-12 12:26:29"
2265,"Jlr Property Management",,"P.O. Box 75450, Wichita, KS 67275",+1+13165733667,,,0,Pending,"2024-09-12 12:26:28"
2266,"Harvest Property Management",,"1824 E Douglas Ave, Wichita, KS 67214",+1+13168308899,,,0,Pending,"2024-09-12 12:26:27"
2267,"Harmon Property Management",,"P.O. Box 17688, Wichita, KS 67217",+1+13167684363,,,0,Pending,"2024-09-12 12:26:26"
2268,"Core Management Llc",,"416 S Commerce St, Wichita, KS 67202",+1+13163043026,,,0,Pending,"2024-09-12 12:26:25"
2269,"Century Property Management",,"3535 W 13th St N, Wichita, KS 67203",+1+13162638110,,,0,Pending,"2024-09-12 12:26:24"
2270,"Cedar Mills Property Management",,"312 S Laura St, Wichita, KS 67211",+1+13166369339,,,0,Pending,"2024-09-12 12:26:23"
2271,"Caretakers Property Management",,"8925 W Maple St, Suite 16, Wichita, KS 67209",+1+13166821104,,,0,Pending,"2024-09-12 12:26:22"
2272,"Anderson Management Company",,"3450 N Rock Rd, Building #200, Suite 201, Wichita, KS 67226",+1+13166811711,,,0,Pending,"2024-09-12 12:26:21"
2273,"Young Management Group",,"10660 Barkley, Suite 200 Overland Park, KS 66212",+1+19138902300,,,0,Pending,"2024-09-12 12:26:19"
2274,"Royal Gate Management",,"7111 West 151st Street, Suite 282 Overland Park, KS 66223",+1+19137357783,,,0,Pending,"2024-09-12 12:26:19"
2275,"Residences At Prairiefire",,"5750 West 137th Street Overland Park KS 66223",+1+19132700854,,,0,Pending,"2024-09-12 12:26:17"
2276,"Price Brothers Management Company",,"12721 Metcalf Avenue, #200 Overland Park, KS 66213",+1+19133812280,,,0,Pending,"2024-09-12 12:26:16"
2277,"Kc Home Rental",,"5801 Kessler Lane Suite 201, Merriam KS 66203",+1+19133138202,,,0,Pending,"2024-09-12 12:26:15"
2278,"Kansas City Property Management Group",,"8800 Grant Ave Overland Park, KS 66212",+1+19137355382,,,0,Pending,"2024-09-12 12:26:14"
2279,"Home Rental Services",,"6900 College Boulevard, Suite 990 Overland Park, KS 66211",+1+19134696633,,,0,Pending,"2024-09-12 12:26:13"
2280,"Cw Management",,"9108 Barton Street Overland Park, KS 66214",+1+19134386400,,,0,Pending,"2024-09-12 12:26:12"
2281,"Asset Management Group",,"5600 West 95th Street, Suite 307 Overland Park, KS 66207",+1+18166668662,,,0,Pending,"2024-09-12 12:26:11"
2282,"33rd Company Ks",,"7301 West 129th Street, Suite 100 Overland Park, KS 66213",+1+19132202200,,,0,Pending,"2024-09-12 12:26:10"
2283,"Wise Property Management Llc",,"104 N Mulberry St, Dexter, KS 67038",+1+16205067578,,,0,Pending,"2024-09-12 12:26:09"
2284,"The Property Shop",,"118 N Summit St, Arkansas City, KS 67005",+1+16204424700,,,0,Pending,"2024-09-12 12:26:08"
2285,"Summit Realty Sales And Management",,"225 N Summit St, Arkansas City, KS 67005",+1+16203076605,,,0,Pending,"2024-09-12 12:26:07"
2286,"West Property Management",,"5550 Wild Rose Ln, Suite 400, West Des Moines, IA 50266",+1+15157787590,,,0,Pending,"2024-09-12 12:26:06"
2287,"Top Shelf Property Management",,"3408 Woodland Ave, Suite 402, West Des Moines, IA 50266",+1+15156648252,,,0,Pending,"2024-09-12 12:26:05"
2288,"Spire Property Management",,"4308 University Ave, Des Moines, IA 50311",+1+15153738331,,,0,Pending,"2024-09-12 12:26:04"
2289,"Professional Property Management Inc",,"5901 Vista Dr, West Des Moines, IA 50266",+1+15152260000,,,0,Pending,"2024-09-12 12:26:03"
2290,"Pmr Properties",,"1403 N 17th St, Council Bluffs, IA 51501",+1+17122567200,,,0,Pending,"2024-09-12 12:26:02"
2291,"Pmi Of The Midlands",,"16789 State Orchard Rd, Council Bluffs, IA 51503",+1+17128280187,,,0,Pending,"2024-09-12 12:26:01"
2292,"Metro Property Management",,"2769 86th St, Urbandale, IA 50322",+1+15157279000,,,0,Pending,"2024-09-12 12:26:00"
2293,"Kouri Management",,"215 S 4th St, Council Bluffs, IA 51503",+1+17123225535,,,0,Pending,"2024-09-12 12:25:59"
2294,"Knapp Properties",,"5000 Westown Pkwy, Suite 400, West Des Moines, IA 50266",+1+15152234000,,,0,Pending,"2024-09-12 12:25:58"
2295,"Klc Property Management Solutions",,"5243 Stonebridge Pl, West Des Moines, IA 50265",+1+15152247212,,,0,Pending,"2024-09-12 12:25:57"
2296,"Kading Properties Llc",,"7008 Madison Ave, Urbandale, IA 50322",+1+15152769384,,,0,Pending,"2024-09-12 12:25:56"
2297,"Hudson Property Management Group",,"1000 73rd St, Suite #2, Des Moines, IA 50265",+1+15154441299,,,0,Pending,"2024-09-12 12:25:55"
2298,"Heartland Properties",,"535 W Broadway, Suite 100, Council Bluffs, IA 51503",+1+17123250445,,,0,Pending,"2024-09-12 12:25:53"
2299,"Goodall Properties",,"3233 Ashworth Rd, Waukee, IA 50263",+1+15159781597,,,0,Pending,"2024-09-12 12:25:52"
2300,"Edge Property Management",,"8520 New York Ave, Urbandale, IA 50322",+1+15159657740,,,0,Pending,"2024-09-12 12:25:51"
2301,"Crowl Property Management",,"125 S 4th St, Council Bluffs, IA 51503",+1+17123222504,,,0,Pending,"2024-09-12 12:25:50"
2302,"We Manage Indy",,"6330 E 75th St #150 Indianapolis, IN 46250",+1+13174067368,,,0,Pending,"2024-09-12 12:25:49"
2303,"Usi Property Management",,"215 W Edwards Ave Indianapolis, IN 46217",+1+13172862287,,,0,Pending,"2024-09-12 12:25:48"
2304,"Triple E Property Management",,"1075 Broad Ripple Ave #136 Indianapolis, IN 46220",+1+13172103636,,,0,Pending,"2024-09-12 12:25:47"
2305,"Tbh Management",,"6028 N Keystone Ave. Indianapolis, IN 46220",+1+13175421141,,,0,Pending,"2024-09-12 12:25:46"
2306,"Th Realty Services",,"760 E. 52nd Street Indianapolis, IN, 46205",+1+13172557767,,,0,Pending,"2024-09-12 12:25:45"
2307,"Sheehan Property Management",,"6930 Atrium Boardwalk S Indianapolis, IN 46250",+1+13175799270,,,0,Pending,"2024-09-12 12:25:43"
2308,"Polaris Property Management",,"5455 W 86th St Suite 123 Indianapolis, IN 46268",+1+13178703249,,,0,Pending,"2024-09-12 12:25:42"
2309,"Pmi Indianapolis Property Management Inc",,"7275 N. Shadeland Ave. Suite 2 Indianapolis, IN 4625",+1+13177950278,,,0,Pending,"2024-09-12 12:25:41"
2310,"Kline Properties Inc",,"1910 E Washington St Ste B Indianapolis, IN 46201",+1+13176441400,,,0,Pending,"2024-09-12 12:25:40"
2311,Indyflippers,,"8070 Castleton Rd. Indianapolis, IN 46250",+1+13176791551,,,0,Pending,"2024-09-12 12:25:39"
2312,"Indiana Property Management Group",,"270 E Carmel Dr. Carmel, IN",+1+13178145265,,,0,Pending,"2024-09-12 12:25:38"
2313,"Homeriver Group",,"6767 E. Washington St., Indianapolis, IN 46219",+1+13177590332,,,0,Pending,"2024-09-12 12:25:37"
2314,"Harvey Property Management Group",,"P.O. Box 20803 Indianapolis, Indiana 46220",+1+13176238500,,,0,Pending,"2024-09-12 12:25:36"
2315,"Gene B Glick Company",,"8801 River Crossing Blvd. #200 Indianapolis, IN 46240",+1+13174690400,,,0,Pending,"2024-09-12 12:25:36"
2316,"Evergrow Property Management",,"5703 S East Street, Suite A Indianapolis, IN 46227",+1+13175883300,,,0,Pending,"2024-09-12 12:25:34"
2317,"Ethosity Property Management Group",,"333 N Alabama St #350 Indianapolis, IN 46204",+1+18882123764,,,0,Pending,"2024-09-12 12:25:33"
2318,"Dorfman Property Management",,"827 N Capitol Ave Indianapolis, IN 46204",+1+13176345955,,,0,Pending,"2024-09-12 12:25:32"
2319,"Barron Property Services",,"3718 East Michigan Street Indianapolis, IN, 46201",+1+13173574639,,,0,Pending,"2024-09-12 12:25:31"
2320,"Amg Property Management",,"6215 N College Ave. Indianapolis, IN 46220",+1+13172525830,,,0,Pending,"2024-09-12 12:25:30"
2321,"Alpine Property Management",,"1852 North Alabama Street Indianapolis, IN 46202",+1+13179240810,,,0,Pending,"2024-09-12 12:25:29"
2322,"Keyrenter Property Management Indianapolis North Featured",,"38 W Main Street Carmel, IN 46032","+1+1317 9789000",,,0,Pending,"2024-09-12 12:25:28"
2323,"Tawani Property Management",,"104 S. Michigan Avenue, Suite 500 Chicago, IL 60603",+1+13123749455,,,0,Pending,"2024-09-12 12:25:27"
2324,"Stellar Property Group",,"5107 North Western Ave Chicago, IL 60625",+1+17737280652,,,0,Pending,"2024-09-12 12:25:26"
2325,"Skyline Real Estate And Property Management",,"1000 North McLean Blvd Elgin, IL 60123",+1+18477960441,,,0,Pending,"2024-09-12 12:25:25"
2326,"Root Realty",,"4237 North Lincoln Avenue Chicago, IL 60618",+1+17733488080,,,0,Pending,"2024-09-12 12:25:24"
2327,"Real Property Management Chicago Edge",,"2636 North Lincoln Avenue Chicago, IL 60614",+1+17739047700,,,0,Pending,"2024-09-12 12:25:23"
2328,"Paragon Property Management",,"2405 South Oakley Avenue Chicago, IL 60608",+1+17739132031,,,0,Pending,"2024-09-12 12:25:22"
2329,"Owl Management",,"2525 North Elston Street, Ste A110 Chicago, IL 60647",+1+17738190046,,,0,Pending,"2024-09-12 12:25:21"
2330,"Mtd Property Management",,"4507 North Lincoln Avenue Chicago, IL 60625",+1+17732901100,,,0,Pending,"2024-09-12 12:25:20"
2331,"Mo2 Properties",,"709 North Milwaukee Ave Chicago, Ave 60642",+1+17736612772,,,0,Pending,"2024-09-12 12:25:19"
2332,"Mac Property Management",,"5220 South Drexel Avenue Chicago, IL 60615",+1+13127552771,,,0,Pending,"2024-09-12 12:25:17"
2333,"Kass Management Services Inc",,"2000 North Racine, Suite 4400 Chicago, IL 60614",+1+17739757234,,,0,Pending,"2024-09-12 12:25:16"
2334,"High Fidelity Property Management",,"2501 North Halstead Ave Chicago, IL 60614",+1+17736974112,,,0,Pending,"2024-09-12 12:25:15"
2335,"Hallmark Johnson Property Management Group",,"6160 North Cicero Avenue #620 Chicago, IL 60646",+1+17737776160,,,0,Pending,"2024-09-12 12:25:14"
2336,"Hales Property Management Inc",,"1411 West Chicago Ave #1 Chicago, IL 60642",+1+13126660149,,,0,Pending,"2024-09-12 12:25:13"
2337,"Group Fox Management",,"411 East Illinois Street #80 Chicago, IL 60611",+1+17732675600,,,0,Pending,"2024-09-12 12:25:12"
2338,"Green Ivy Realty Property Management",,"4323 West Irving Park Road #1A Chicago, IL 60641",+1+17739132525,,,0,Pending,"2024-09-12 12:25:11"
2339,"Gc Realty Development",,"219 E Irving Park Rd, Roselle, IL 60172",+1+17734465533,,,0,Pending,"2024-09-12 12:25:10"
2340,"Fulton Grace Realty",,"2901 North Halsted Street Chicago, IL 60657",+1+17736986648,,,0,Pending,"2024-09-12 12:25:08"
2341,"Full Circle Realty Property Management",,"422 East 87th Street Chicago, IL 60619",+1+17738783300,,,0,Pending,"2024-09-12 12:25:07"
2342,"Fairmont Property Management",,"2927 North Lincoln Avenue Chicago, IL 60657",+1+17732705489,,,0,Pending,"2024-09-12 12:25:06"
2343,"Durante Rich Real Estate",,"3824 North Johnsburg Rd Johnsburg, IL 60051",+1+18472210058,,,0,Pending,"2024-09-12 12:25:05"
2344,"Connected Property Management",,"3047 North Lincoln Avenue, #400 Chicago, IL 60657",+1+17737721142,,,0,Pending,"2024-09-12 12:25:04"
2345,"Cl3 Property Management",,"1337 West Wrightwood, Suite 1 Chicago, IL 60614",+1+17732272388,,,0,Pending,"2024-09-12 12:25:03"
2346,"Chicagoland Realty Group",,"31 West Downer Place Aurora, IL 60506",+1+16304236020,,,0,Pending,"2024-09-12 12:25:02"
2347,"Andco Management",,"4156 North Lincoln Ave Chicago, IL 60618",+1+17734773278,,,0,Pending,"2024-09-12 12:25:01"
2348,"Acorn Property Management",,"819 West Grand Avenue Chicago, IL 60622",+1+13124551012,,,0,Pending,"2024-09-12 12:25:00"
2349,"33 Realty",,"357 West Chicago Ave Chicago, IL 60654",+1+17733274975,,,0,Pending,"2024-09-12 12:24:58"
2350,"Landmark Property Managment Featured",,"2150 S Canalport Ave Ste 2A11 Chicago, IL 60608",+1+13123138553,,,0,Pending,"2024-09-12 12:24:57"
2351,"Homeriver Group Featured",,"600 W Cermak Suite 2A2, Chicago, IL 60616",+1+16303244267,,,0,Pending,"2024-09-12 12:24:56"
2352,"Summit Property Management Llc",,"2999 N. Lakeharbor Lane, Suite 202, Boise, ID 83703",+1+12089680844,,,0,Pending,"2024-09-12 12:24:55"
2353,"Smart Move Property Management",,"2645 N Cole Road. Suite A, Boise, ID 83704",+1+12089060196,,,0,Pending,"2024-09-12 12:24:54"
2354,"Real Property Management Boise",,"9522 W Fairview Avenue, Boise, ID 83704",+1+12084941800,,,0,Pending,"2024-09-12 12:24:53"
2355,"Onpoint Property Management",,"1428 N Raymond Street, Boise, ID 83704",+1+12085777398,,,0,Pending,"2024-09-12 12:20:46"
2356,"Morgan Property Management",,"7150 W Potomac Drive, Boise, ID 83704",+1+12089968888,,,0,Pending,"2024-09-12 12:20:45"
2357,"Iron Eagle Property Management",,"7215 W Franklin Road, Boise, ID 83709",+1+12083368888,,,0,Pending,"2024-09-12 12:20:44"
2358,"Iron Creek Property Management",,"372 S. Eagle Rd. #208 Eagle, ID 83616",+1+12085024171,,,0,Pending,"2024-09-12 12:20:43"
2359,"Idaho Premier Property Management",,"7544 W. Lemhi Street, Suite 3, Boise, ID 83709",+1+12087618225,,,0,Pending,"2024-09-12 12:20:42"
2360,"Homeriver Group",,"625 S. Stratford Dr. Ste 200, Meridian, ID 83642",+1+12083773227,,,0,Pending,"2024-09-12 12:20:41"
2361,"Group One Property Management Llc",,"913 W. River Street, Suite 300, Boise, ID 83702",+1+12082875050,,,0,Pending,"2024-09-12 12:20:40"
